片名,封面链接,剧照链接,年份,地区,类型,豆瓣评分,时长,导演,编剧,主演,简介,下载地址
2018年科幻动作《人狼》BD韩语中英双字,https://extraimage.net/images/2018/08/22/71433154907f9b3f44334ddb41d62da8.jpg,https://lookimg.com/images/2018/10/20/e6nkg.jpg,2018,韩国,动作/爱情/科幻,5.1/10 from 888 users,138分钟,['金知云 Jee-woon Kim'], ,"['姜栋元 Dong-won Kang', '韩孝周 Hyo-joo Han', '郑雨盛 Woo-sung Jung', '金武烈 Moo-yeol Kim', '韩艺礼 Ye-ri Han', '许峻豪 Jun-ho Heo', '崔珉豪 Min-ho Choi', '申银秀 Eun-soo Shin', '崔镇浩 Jin-ho Choi', '玉子妍 Ok Ja-yeon', '李濟延 Lee Je-yeon', '李东河 Lee Dong-Ha', '李率求 Seol-goo Lee', '沈昭英 So-yeong Sim', '郑元中 Won-jung Jeong', '金宰荣 Jae-young Kim', '刘尚宰 Sang-jae Yoo', '郑基燮 Gi-seop Jeong', '刘志龙 Ji-yong Yoo', '金范来 Kim Beop-rae', '金哲允 Cheol-yoon Kim', '林智亨 Ji-hyeong Im', '朴秉恩 Byung-eun Park', '文艺媛 Ye-won Moon', '全汝彬 Jeon Yeo-bin', '张元亨 Jang Won-hyeong', '洪仁 Hong In', '朴晟泽 Song-tech Park', '金炫俊 Kim Hyun-jun', '文在元 Jae-won Moon', '姜贤重 Hyun-joong Kang', '朴正植 Jeong-sik Park', '郑米楠 Mi-nam Jung', '朴亨洙 Park Hyoung-soo', '林哲亨 Lim Chul-hyung', '朴珠熙 Joo-hee Park', '金贤昌 Kim Hyeon-chang']",金知云导演根据1999年出品的押井守动画电影《人狼》改编执导的韩国真人科幻电影《人狼》日前敲定卡司阵容，除最初锁定的男主人公的扮演者姜栋元外，韩孝珠、郑雨盛、金武烈、韩艺璃也确定加盟。2024年，朝鲜半岛局势发生重大变化。为了抵制美、俄、中、日四国的压力，朝鲜与韩国决定统一。然而，韩国国内反对统一的呼声甚嚣尘上，怀有不同政治目的的“党派”则在乱象中起到推波助澜的作用。为此，韩国政府组建了全新的警察组织特殊机动队以镇压动乱，结果导致了果川走火事件。从此以后，特殊机动队遭到民众乃至部分政客的憎恶，而公安部更试图伺机解散特殊部队。2029年，在最近一次行动中受伤的特殊部队成员林钟景（姜栋元 饰），在昔日战友而今成为公安部干部韩尚宇（金武烈 饰）的安排下，与果川事件遇害女孩的姐姐李允熙（韩孝周 饰）会面。谁知，这却是一场攸关林钟景以及整个特殊部队命运的圈套……本片根据押井守的同名动画改编。,ftp://ygdy8:ygdy8@yg45.dydytt.net:8327/阳光电影www.ygdy8.com.人狼.BD.720p.韩语中英双字.mkv
2018年爱情喜剧《真爱百分百》BD法语中英双字,https://extraimage.net/images/2018/10/20/1d107774c484c55ca3d583a6022d229a.jpg,https://lookimg.com/images/2018/10/20/e6p65.jpg,2018,法国,喜剧 / 爱情,8.2/10 from 118 users,107分钟,['弗朗克·迪博斯克 Franck Dubosc'],['弗朗克·迪博斯克 Franck Dubosc'],"['弗朗克·迪博斯克 Franck Dubosc ....Jocelyn', '亚历山德拉·拉米 Alexandra Lamy ....Florence', '艾尔莎·泽贝斯坦 Elsa Zylberstein ....Marie', '热拉尔·达尔蒙 Gérard Darmon ....Max', '洛朗·巴图 Laurent Bateau ....Julien', '克洛德·布拉瑟 Claude Brasseur ....Papa Jocelyn', 'Caroline Anglade ....Julie', 'Fran?ois-Xavier Demaison ....Curé de Lourdes', 'Léticia Belliccini ....La fille saoule', 'Christophe Canard ....Jacques', 'Sam Chemoul ....Fils de Fred et de Coco', 'Francis Coffinet ....Priest', 'Marion Henin ....Doublure Alexandra Lamy', 'Gérard Lecaillon ....Le père de Julie', 'Christian Miegakanda ....Member of a funeral', 'Lika Minamoto ....Rachida']",Jocelyn是一个成功的商人，自私并且喜欢玩弄女性。他假装自己患有残疾，因为想去勾搭一个年轻漂亮的女人，但是有一天Jocelyn发现“猎物”的姐姐坐在轮椅上出现在自己面前……,ftp://ygdy8:ygdy8@yg45.dydytt.net:7327/阳光电影www.ygdy8.com.真爱百分百.BD.720p.法语中英双字.mkv
2018年动作《黑夜降临/嗜人之夜》BD中英双字幕,https://extraimage.net/images/2018/10/20/36747c5b9d2cb5deedbf91ef416efffb.jpg,https://lookimg.com/images/2018/10/20/e6EJD.jpg,2018,印度尼西亚,动作, ,121分钟,['提莫·塔哈亚托 Timo Tjahjanto'],['提莫·塔哈亚托 Timo Tjahjanto'],"['乔·塔斯利姆 Joe Taslim', '伊科·乌艾斯 Iko Uwais', '朱莉·埃斯特尔 Julie Estelle', '桑尼·庞 Sunny Pang', '扎克·李 Zack Lee', 'Shareefa Daanish', '耶皮·喀什南达 Epy Kusnandar', 'Hannah Al Rashid']",《嗜人之夜》围绕伊托（乔·塔斯利姆饰演）展开，他曾经是一名三合会打手，他的神秘消失在雅加达引发了一场激战。而现在他要保护一位少女，还要逃离前帮派的追杀。,ftp://ygdy8:ygdy8@yg90.dydytt.net:8408/阳光电影www.ygdy8.com.黑夜降临.BD.720p.中英双字幕.mkv
2018年科幻《此刻只有你共我》BD中英双字幕,https://extraimage.net/images/2018/10/18/7e0a18720884fd30d3f2be42f06d9028.jpg,https://lookimg.com/images/2018/10/18/eLnCJ.jpg,2018,美国,科幻, ,93分钟,['瑞德·穆拉诺 Reed Morano'], ,"['彼特·丁拉基 Peter Dinklage', '艾丽·范宁 Elle Fanning', '夏洛特·甘斯布 Charlotte Gainsbourg', '保罗·吉亚玛提 Paul Giamatti']",Del独存于世，在人类被消灭后，他生活在他那狭小、空荡荡的小镇里，满足于独居和他为自己精心设计的乌托邦，直到他被女孩Grace发现，她的背景和动机都是模糊的，更糟糕的是，她想留下来……,ftp://ygdy8:ygdy8@yg45.dydytt.net:4095/阳光电影www.ygdy8.com.此刻只有你共我.BD.720p.中英双字幕.mkv
2018年奇幻动作《古剑奇谭之流月昭明》HD国语中英双字,https://extraimage.net/images/2018/10/18/e87b47795743d72874e9a5f22888418b.jpg,https://lookimg.com/images/2018/10/18/eiuBR.jpg,2018,中国,动作/奇幻/古装,"4.7/10 from 4,198 users",105分钟,['雷尼·哈林 Renny Harlin'], ,"['王力宏 Lee-Hom Wang', '宋茜 Victoria Song', '高以翔 Godfrey Gao', '高圣远 Archie Kao', '吴千语 Karena Ng', '张智霖 Julian Cheung', '柳岩 Yan Liu', '李媛 Yuan Li', '伍嘉成 Humphrey Wu', '那威 Wei Na', '纪焕博 Rock Ji']",长安少侠乐无异（王力宏 饰），为追寻偃甲大师谢衣（高圣远 饰）的下落，与富家公子夏夷则（高以翔 饰）和百草谷天罡战士闻人羽（宋茜 饰）在海市博卖行相遇，并意外牵涉进流月城大祭司沈夜（张智霖 饰）与心魔企图毁灭人类的惊天交易中。欲消灭心魔，必重铸昭明神剑，乐无异、闻人羽、夏夷则在谢衣的提示下，找到封印在画中的神秘少女阿阮（吴千语 饰），并同她一起踏上寻剑之旅。一场斩杀心魔，拯救苍生的正义之战就此展开……,ftp://ygdy8:ygdy8@yg72.dydytt.net:8292/阳光电影www.ygdy8.com.古剑奇谭之流月昭明.HD.1080p.国语中英双字.mkv
2018年动作喜剧《老娘也要当间谍》BD中英双字幕,https://extraimage.net/images/2018/10/18/efa6d139e28098fe4d4057813276f690.jpg,https://lookimg.com/images/2018/10/17/eYRzt.jpg,2018,美国,喜剧/动作,"6.9/10 from 2,553 users",117分钟,['苏珊娜·福格尔 Susanna Fogel'], ,"['米拉·库尼斯 Mila Kunis', '凯特·麦克金农 Kate McKinnon', '贾斯汀·塞洛克斯 Justin Theroux', '萨姆·修汉 Sam Heughan', '薇尔玛·斯泽克斯 Vilma Szécsi', '哈桑·明哈杰 Hasan Minhaj', '凯文·亚当斯 Kev Adams', '吉莲·安德森 Gillian Anderson', '伊万娜·萨赫诺 Ivanna Sakhno', '简·库丁 Jane Curtin', '保罗·雷瑟 Paul Reiser', '弗雷德·迈拉麦德 Fred Melamed', '詹姆斯·弗雷特 James Fleet', '卡罗琳·皮克尔斯 Carolyn Pickles', '贾斯婷·瓦希伯格 Justine Wachsberger', '汤姆·斯托顿 Tom Stourton', '罗德里克·希尔 Roderick Hill']",奥黛丽（米拉·库妮丝 饰）和摩根（凯特·迈克金农 饰）两位好闺蜜，因奥黛丽前男友的间谍身份，意外被卷入一场国际阴谋，她们开始与各位杀手斗智斗勇，在一名可疑但有魅力的英国特工带领下，实施拯救世界的计划，在欧洲大陆上演惊心动魄又啼笑皆非的国际逃亡之旅。,ftp://ygdy8:ygdy8@yg45.dydytt.net:8325/阳光电影www.ygdy8.com.老娘也要当间谍.BD.720p.中英双字幕.mkv
2018年喜剧《高速路上一只猫》BD意大利语中字,https://extraimage.net/images/2018/10/18/5b7fc5f919cf805d0433daaa811c2fb1.jpg,https://lookimg.com/images/2018/10/18/eemdD.jpg,2017,意大利,喜剧, ,100,['瑞卡多·米拉尼 Riccardo Milani'], ,"['宝拉·柯特莱西 Paola Cortellesi ....Monica', '安东尼奥·阿尔巴内斯 Antonio Albanese ....Giovanni', '索尼娅·贝加马斯科 Sonia Bergamasco ....Luce', 'Luca Angeletti ....Giulio', ""Antonio D'Ausilio ....Francesco"", 'Alice Maselli ....Agnese', 'Simone de Bianchi ....Alessio', '克劳迪奥·阿门多拉 Claudio Amendola ....Sergio', 'Nicole Biondi ....Donna Think Tank', 'Giorgia Calderoni ....Figlia Marika', 'Giuditta Cambieri ....Suor Costanza', 'Silvia Cohen ....Padrona di casa a Capalbio', 'Nicoletta del Principe ....Signora che canta', 'Paolo Di Clementi ....Alvaro', 'Alessandra Giudicessa ....Pamela', 'Valentina Giudicessa ....Sue Ellen', 'Moena Grandi ....Moena', 'Giulia Greco ....Silvia', 'Mehdi Hachemi ....Member of the european parliament', 'Nele Hardiman ....EU parliamentarian', 'Elide Imperatori ....Contessa', 'Alla Krasovitzkaya ....Yolanka', 'Franca Leosini ....Franca Leosini', 'Patrizia Loreti ....Lavinia']",乔凡尼和莫妮卡是地表上最南辕北辙的人；乔凡尼住在罗马市中心，是个知识份子，深信社会上各个族群一定能顺利融合；莫妮卡住在市郊，原本是超市的收银员，每天都在应付多元文化和族群产生的种种问题；要不是儿女交往，这两个人根本不会有交集。没有共通点的他们只有一个共同的目标：儿女这一段恋情，就像误闯高速公路的猫一样命不久矣，一定要彻底斩断！,ftp://ygdy8:ygdy8@yg45.dydytt.net:7325/阳光电影www.ygdy8.com.高速路上一只猫.HD.720p.意大利语中字.mkv
2018年奇幻恐怖《地狱铁匠》BD中英双字幕,https://extraimage.net/images/2018/10/17/d9631776306f47627ca5d45bcb1fb31e.jpg,https://lookimg.com/images/2018/10/17/eYSY8.jpg,2018,西班牙/法国,奇幻/恐怖,6.3/10 from 171 users,98min,['Paul Urkijo Alijo'], ,"['坎迪多·乌兰加 Kandido Uranga ....Patxi', '恩尼科·萨伽多伊 Eneko Sagardoy ....Sartael', '乌玛·布拉卡利亚 Uma Bracaglia ....Usue', 'Ramón Aguirre ....Alfredo', 'Gorka Aguinagalde ....Teniente', 'Josean Bengoetxea ....Santi', 'José Ramón Argoitia ....Mateo', 'I?igo de la Iglesia ....Miguel', 'Gotzon Sanchez ....Faustino', 'Aitor Urcelai ....Benito', 'Itziar Itu?o ....Ana', 'Maite Bastos ....Blanca', 'Zigor Bilbao ....Nestor', 'Jon Ander Alonso ....Lucas', 'Naia Garcia ....Cristina', 'Haizea Garcia ....Claudia']",本片根据西班牙民间故事改编。在巴斯克地区偏远的深山里住着一位神秘的铁匠，传闻他是魔鬼的化身，令四周的村民闻风丧胆。某天，小女孩意外闯入铁匠的家，竟在这个阴森诡异的巢穴里发现天大的秘密！而寻找女孩的村民们也决定组成一只敢死队，前往铁匠家搜索……,ftp://ygdy8:ygdy8@yg45.dydytt.net:3145/阳光电影www.ygdy8.com.地狱铁匠.BD.720p.中英双字幕.mkv
2018年奇幻喜剧《抱歉打扰》BD中英双字幕,https://extraimage.net/images/2018/10/17/120e954241c5ccd878430f2f683893cb.jpg,https://lookimg.com/images/2018/10/17/eqSYQ.jpg,2018,美国,喜剧/奇幻,7.4/10 from 651 users,111分钟,['布茨·赖利 Boots Riley'], ,"['勒凯斯·斯坦菲尔德 Lakeith Stanfield', '泰莎·汤普森 Tessa Thompson', '杰梅因·福勒 Jermaine Fowler', '欧玛瑞·哈德威克 Omari Hardwick', '泰瑞·克鲁斯 Terry Crews', '凯特·贝兰特 Kate Berlant', '迈克尔·X·萨默斯 Michael X. Sommers', '丹尼·格洛弗 Danny Glover', '史蒂文·元 Steven Yeun', '艾米·汉莫 Armie Hammer', '罗伯特·朗斯特里特 Robert Longstreet', '大卫·克罗斯 David Cross', '帕顿·奥斯瓦尔特 Patton Oswalt', '莉莉·詹姆斯 Lily James', '福里斯特·惠特克 Forest Whitaker', '罗莎里奥·道森 Rosario Dawson', '大卫·芬恩 David Fine', '陈庭妮 Annie Chen']",一个自尊心极强的黑人电话推销员刚在提升业绩方面找到了捷径，便无意发现了隐藏在公司背后的黑暗秘密，他不得不在保持沉 默和说出真相间做出选择。,ftp://ygdy8:ygdy8@yg45.dydytt.net:6134/阳光电影www.ygdy8.com.抱歉打扰.BD.720p.中英双字幕.mkv
2018年爱情喜剧《敬畏/情陷高达》BD中英双字幕,https://extraimage.net/images/2018/10/16/2826803aa0c5645355b4406d8f21fe3f.jpg,https://lookimg.com/images/2018/10/17/eq3Sn.jpg,2017,法国/意大利/缅甸,喜剧/传记/爱情,"6.6/10 from 1,700 users",107分钟,['迈克尔·哈扎纳维希乌斯 Michel Hazanavicius'], ,"['路易·加瑞尔 Louis Garrel', '斯塔西·马汀 Stacy Martin', '贝热尼丝·贝乔 Bérénice Bejo', '米莎·莱斯科特 Micha Lescot', '格莱高利·嘉德波瓦 Grégory Gadebois', '费利克斯·基赛勒 Félix Kysyl', '亚瑟·欧瑟 Arthur Orcier', '马克·弗赖兹 Marc Fraize', '霍曼·顾皮勒 Romain Goupil', '让-皮埃尔·莫基 Jean-Pierre Mocky', '圭多·卡普里诺 Guido Caprino']",影片由奥斯卡最佳影片《艺术家》的导演米歇尔·哈扎纳维希乌斯执导，聚焦上世纪六七十年代的法国影坛，要讲述戈达尔和女作家/演员安妮·维亚泽姆斯基之间真实的爱情故事，由路易斯·加瑞尔出演五月风暴时期的戈达尔。,ftp://ygdy8:ygdy8@yg45.dydytt.net:7324/阳光电影www.ygdy8.com.敬畏.BD.720p.中英双字幕.mkv
2018年高分纪录片《孪生陌生人》BD中英双字幕,https://extraimage.net/images/2018/10/16/0e5248563cf15d443d7d9a3f9653ddda.jpg,https://lookimg.com/images/2018/10/17/eqVmt.jpg,2018,英国,纪录片,7.9/10 from 520 users,96分钟,['Tim Wardle'], ,"['Eddy Galland', 'David Kellman', 'Robert Shafran']",简　　1980年的纽约，三个完全陌生的人意外地发现他们是三胞胎，在出生时分开。 这三个19岁的孩子们欢乐团聚使得他们成为国际知名人士，但这也解开了一个超越自己生活的让人感到不安的秘密，并且永远改变了我们对人性的理解。,ftp://ygdy8:ygdy8@yg45.dydytt.net:6133/阳光电影www.ygdy8.com.孪生陌生人.BD.720p.中英双字幕.mkv
2018年剧情传记《最终行动》BD中英双字幕,https://extraimage.net/images/2018/10/15/c1581e59d2995678e0196cfcd4e3046f.jpg,https://lookimg.com/images/2018/10/16/e07ic.jpg,2018,美国,剧情/传记/历史,6.4/10 from 212 users,122分钟,['克里斯·韦兹 Chris Weitz'], ,"['奥斯卡·伊萨克 Oscar Isaac', '本·金斯利 Ben Kingsley', '梅拉尼·罗兰 Mélanie Laurent', '利奥·拉兹 Lior Raz', '尼克·克罗尔 Nick Kroll', '迈克尔·阿伦诺夫 Michael Aronov', '欧哈德·诺勒 Ohad Knoller', '托本·利布雷希特 Torben Liebrecht', '乔·阿尔文 Joe Alwyn', '格列塔·斯卡奇 Greta Scacchi', '彼得·斯特劳斯 Peter Strauss', '海莉·露·理查森 Haley Lu Richardson', 'Pêpê Rapazote', '西蒙·拉塞尔·比尔 Simon Russell Beale', '阿兰·柯德勒 Allan Corduner']",改编自著名历史真实事件：以色列摩萨德组织追捕纳粹德国高官、被称为“死刑执行者”的阿道夫·艾希曼的故事。金斯利饰演艾希曼；阿尔文饰他最年长的儿子克劳斯，在追捕行动期间为了隐藏父亲的身份而谎称是他叔叔；伊萨克饰摩萨德小队领导Peter Malkin，与罗兰饰演的小队唯一女性、麻醉学者Hanna有感情戏；理查森饰克劳斯的女友Sylvia Herman，她起初不顾家人警告和反对疯狂爱上了克劳斯，最终转投摩萨德；阿隆诺夫饰摩萨德特工Zvi Aharoni，傲慢不羁，经常和Peter Malkin发生争执；拉兹饰摩萨德局长Isser Harel。,ftp://ygdy8:ygdy8@yg45.dydytt.net:8323/阳光电影www.ygdy8.com.最终行动.BD.720p.中英双字幕.mkv
2018年获奖剧情《未择之路》HD国语中英双字,https://extraimage.net/images/2018/10/15/44d8969ada3cb228fcb584a5be1b1bb8.jpg,https://lookimg.com/images/2018/10/15/efNdo.jpg,2018,中国,剧情/犯罪,"6.9/10 from 7,052 users",113分钟,['唐高鹏 Gaopeng Tang'], ,"['王学兵 Xuebing Wang', '朱耕佑 Gengyou Zhu', '马伊琍 Yili Ma', '王旭峰 Xufeng Wang', '岳小军 Xiaojun Yue', '王槊 Shuo Wang', '曲高位 Gaowei Qu']",无边的戈壁滩上，欠下高利贷的二勇（王学兵 饰）意外与来历不明的孩子尕娃（朱耕佑 饰）踏上了一段凶险的追妻之旅，笔直又狭长的公路上，二勇和尕娃与忧郁暴躁的女卡车司机小眉（马伊琍 饰）相遇，三个性格迥异的人因故临时结伴而行，在穿越戈壁的三天两夜里，三个孤独的人度过了一段恍若家人的时光。随着旅途的继续，他们邂逅的人和遭遇的事，使得每个人命运发生了重大改变，人的命，路的头，在苍茫天地之下都变得微不足道……,ftp://ygdy8:ygdy8@yg45.dydytt.net:6131/阳光电影www.ygdy8.com.未择之路.HD.1080p.国语中英双字.mp4
2018年恐怖《解除好友2：暗网》BD中英双字幕,https://extraimage.net/images/2018/10/15/10c89235cdec045e290b564af4b25fb1.jpg,https://lookimg.com/images/2018/10/15/ehqrH.jpg,2018,美国,犯罪/恐怖,"7.9/10 from 35,559 users",92分钟,['斯蒂芬·思科 Stephen Susco'], ,"['科林·伍德尔 Colin Woodell', '斯蒂芬妮·诺格拉斯 Stephanie Nogueras', '瑞贝卡·瑞滕豪斯 Rebecca Rittenhouse', '安德鲁斯·李斯 Andrew Lees', '贝蒂·加布里埃尔 Betty Gabriel', '康纳·戴尔·里奥 Connor Del Rio', '萨维拉·温蒂亚尼 Savira Windyani', '切尔西·阿尔登 Chelsea Alden', '道格拉斯·泰特 Douglas Tait', '阿什顿·斯迈利 Ashton Smiley', '阿历萨·芒索 Alexa Mansour']",马迪亚斯（科林·伍德尔 Colin Woodell 饰）的女友阿玛雅（斯蒂芬妮·诺格拉斯 Stephanie Nogueras 饰）是一名聋哑人，为了能够和阿玛雅顺利的交流，马迪亚斯煞费苦心，然而两人之间的关系却还是每况愈下，这让马迪亚斯的内心有着隐隐的不安。一天，马迪亚斯在一家咖啡店里捡到了一台笔记本电脑，鬼使神差之下，马迪亚斯将电脑带回了家，通过电脑里保存的用户名和密码，马迪亚斯登录了电脑主人的个人主页，发现这似乎是一个不学无术的花花公子。马迪亚斯通过这台电脑和好友莎伦娜（瑞贝卡·瑞滕豪斯 Rebecca Rittenhouse 饰）、达蒙（安德鲁斯·李斯 Andrew Lees 饰）、娜丽（贝蒂·加布里埃尔 Betty Gabriel 饰）等人联机视频，随着时间的推移，他们渐渐发现了隐藏在这台电脑里的可怕的秘密。,ftp://ygdy8:ygdy8@yg72.dydytt.net:8289/阳光电影www.ygdy8.com.解除好友2：暗网.BD.720p.中英双字幕.mkv
2018年动作《蜀山降魔传》BD国粤双语中字,https://extraimage.net/images/2018/10/14/b27014d4c6f1cf892f037b5b50448419.jpg,https://lookimg.com/images/2018/10/15/e8r6Q.jpg,2018,中国,动作/爱情/武侠, ,84分钟,['朱凌锋'], ,"['吴卓羲 Ron Ng', '李熹子', '李亚男 Leanne Lee', '赵闪闪']",烽烟四起，烟沙弥漫，仙魔两族相对而立，杀意冲天。 两族对战，死伤无数，圣母梵天以己身为祭，封印魔族，终止了一切。仙族虽胜却几近覆灭，昆仑掌门玉清子也为救小弟子而死，惨胜之后，三界恢复平静，两门以休养生息。而那个被救的小弟子萧何，却在五百年后，众人意料之内地不学无术又在众人意料之外地有了成长。 五百年，修仙无岁月，三界平静多年，只偶尔有小妖出没，萧何带着几个徒弟过着有事收收妖，没事和峨眉女弟子原幼清谈谈地下恋情的闲散生活。直至一日，已经身死的玉清子出现在萧何面前时，阴谋拉开，并且一切都偏离了原本，变得危险且无法控制……,ftp://ygdy8:ygdy8@yg45.dydytt.net:8321/阳光电影www.ygdy8.com.蜀山降魔传.BD.720p.国粤双语中字.mkv
2018年悬疑惊悚《使徒》BD中英双字幕,https://extraimage.net/images/2018/10/13/b2cbfbc9e9d0fb94379ea908ff61bcd5.jpg,https://lookimg.com/images/2018/10/13/eKqUe.jpg,2018,美国,悬疑/惊悚/恐怖, ,129分钟,['加雷斯·埃文斯 Gareth Evans'], ,"['丹·史蒂文斯 Dan Stevens', '麦克·辛 Michael Sheen', '露西·宝通 Lucy Boynton', '马克·路易斯·琼斯 Mark Lewis Jones', '比尔·米尔纳 Bill Milner', '克里斯汀·弗劳赛斯 Kristine Froseth', '埃伦·里斯 Elen Rhys', '安妮斯·埃尔维 Annes Elwy', ""罗斯·奥亨尼西 Ross O'Hennessey"", '斯图尔特·麦克尼尔 Stuart McNeil', 'Ioan Hefin', 'Juke Hardy', 'Rhys Meredith']",麦克·辛加盟加雷斯·埃文斯自编自导的惊悚片[使徒]，同时加盟的演员还包括露西·宝通、比尔·米尔纳、克里斯汀·弗劳赛斯，此前“大表哥”丹·史蒂文斯已确定参演。故事讲述一个男人因妹妹被邪教份子绑架，决定独闯龙潭、实施复仇计划。,ftp://ygdy8:ygdy8@yg45.dydytt.net:8320/阳光电影www.ygdy8.com.使徒.BD.720p.中英双字幕.mkv
2018年惊悚《镜中人》BD中英双字幕,https://extraimage.net/images/2018/10/13/764fb51113415b6ffb3b552e1299b16a.jpg,https://lookimg.com/images/2018/10/14/ekCPU.jpg,2018,美国,惊悚, ,103分钟,['阿萨夫·伯恩斯坦 Assaf Bernstein'], ,"['英迪娅·埃斯利 India Eisley ....Maria / Airam', '詹森·艾萨克 JJason Isaacs ....Dan', 'Penelope Mitchell ....Lily', '米拉·索维诺 Mira Sorvino ....Amy', 'Harrison Gilbertson ....Sean', 'Kristen Harris ....Naomi', 'Adam Hurtig ....English Teacher', 'John C. MacDonald ....Mark', 'Connor Peterson ....Younger brother', 'Cristina Segovia ....(voice)', 'Tyson Wagner ....Student', 'Jordan Butterill ....Jordan the Posse Member', 'Ryan Bennett ....Extra', 'Burt Lancon ....Coach', 'Braeley Hobbs ....Blonde Woman']",十八岁女孩玛丽亚经常受到同学欺负，使她变得自卑，害怕。有一天她发现镜子里的另一个她，艾兰。艾兰既勇敢又无畏，帮助玛丽亚开启了复仇之路……,ftp://ygdy8:ygdy8@yg45.dydytt.net:7320/阳光电影www.ygdy8.com.镜中人.BD.720p.中英双字幕.mkv
2018年惊悚动作《卧底》BD中英双字幕,https://extraimage.net/images/2018/10/13/cb2b45a0c672d249fac6c5a37162338b.jpg,https://lookimg.com/images/2018/10/13/eBtw5.jpg,2018,菲律宾,动作/惊悚, ,127分钟,['埃里克·马蒂 Erik Matti'], ,"['安妮·柯蒂斯 Anne Curtis', '茱蒂蒙·琼查容苏因 Chutimon Chuengcharoensukying', 'Victor Neri', 'Joross Gamboa', '诺尼·布埃诺卡米诺 Noni Buencamino', 'Natthacha De Souza', 'Sonny Sison', 'Brandon Vera', 'Nafa Hilario-Cruz', 'Bawriboon Chanreuang']","After surviving the slaughter of her entire squad in a drug raid compromised by dirty cops, anti-narcotics special operative Nina Manigan (Anne Curtis), is eager to go head-to-head with the drug cartels that hold a bloody grip on Manila. But when her new mission in the city's most dangerous slum goes south, the angry civilians turn on her squad. Trapped between a brutal drug gang and hordes of bloodthirsty citizens, their only option is to fight their way out, turning one claustrophobic street at a time into a symphony of apocalyptic violence.",ftp://ygdy8:ygdy8@yg90.dydytt.net:8405/阳光电影www.ygdy8.com.卧底.BD.720p.中英双字幕.mkv
2017年科幻动作《莫莉》BD中英双字幕,https://extraimage.net/images/2018/10/13/63699339bf338a335dfdc05988862179.jpg,https://lookimg.com/images/2018/10/13/eBbBA.jpg,2017,荷兰 Netherlands,动作/科幻, ,91分钟,['Colinda Bongers / Thijs Meuwese'], ,"['茱莉娅·巴特兰 Julia Batelaan ....Molly', 'Emma de Paauw ....Bailey', 'Joost Bolt ....Deacon', 'Annelies Appelhof ....Kimmy', 'Andre Dongelmans ....Fifth Wheel', 'Arnost Kraus ....Earl', 'Ali Sultan ....Augre', 'Tamara Brinkman ....Margaret', 'Cyriel Guds ....Simon', 'Shilton Chelius ....The Thruth', 'Anne May De Lijser ....Forest Supplicant', ""Fransje Christiaans ....Bailey's Mom"", ""Daan Colijn ....Bailey's Dad"", 'Cheraine Baljé ....Girl in patient gown', 'Ewald Tienkamp ....Guard']",A girl living alone in a post apocalyptic wasteland finds herself hunted down by marauders who want her to fight in their fighting pit for their entertainment.,ftp://ygdy8:ygdy8@yg45.dydytt.net:8319/阳光电影www.ygdy8.com.莫莉.BD.720p.中英双字幕.mkv
2018年尼古拉斯·凯奇惊悚《世界之间》BD中英双字幕,https://extraimage.net/images/2018/10/10/17f2c7a43a3e8b494a2b9b623b087eeb.jpg,https://lookimg.com/images/2018/10/11/e2B7n.jpg,2018,美国,惊悚, ,90分钟,['Maria Pulera'], ,"['尼古拉斯·凯奇 Nicolas Cage', '弗朗卡·波滕特 Franka Potente', '佩内洛普·米契尔 Penelope Mitchell', '加勒特·克莱顿 Garrett Clayton', '莉蒂亚·赫斯特 Lydia Hearst', '霍珀·潘 Hopper Penn', '托姆·威廉姆斯 Thom Williams']",尼古拉斯·凯奇将主演超自然惊悚片《世界之间》。本片由玛利亚·普莱拉自编自导，弗朗卡·波滕特、佩内洛普·米契尔、加勒特·克莱顿同时加盟。影片讲述凯奇扮演的卡车司机，因妻儿去世整日遭受折磨。一位灵媒为了找到自己昏迷女儿的灵魂而找上他。,ftp://ygdy8:ygdy8@yg45.dydytt.net:8318/阳光电影www.ygdy8.com.世界之间.BD.720p.中英双字幕.mkv
2018年动画奇幻《康斯坦丁：恶魔之城》BD中英双字幕,https://extraimage.net/images/2018/10/10/f528bee42a23e0f0b2c3a2b02826c802.jpg,https://lookimg.com/images/2018/10/11/eUFfM.jpg,2018,美国,动画/奇幻,7.9/10 from 279 users,90分钟,['道格·墨菲 Doug Murphy'], ,"['马特·瑞安 Matt Ryan', ""达米恩·奥哈尔 Damian O'Hare"", '劳拉·贝莉 Laura Bailey', ""艾米丽·奥布莱恩 Emily O'Brien"", '罗宾·阿特金·唐斯 Robin Atkin Downes', 'Rachel Kimsey', '吉姆·麦司奇门 Jim Meskimen', '凯文·迈克尔·理查德森 Kevin Michael Richardson', 'Rick D. Wasserman']",CW Seed的网剧《康斯坦丁：恶魔之城》准备发布一部长篇的版本正如网剧《雌狐》一样，5集的《康斯坦丁：恶魔之城》将汇编在一起并加入新片段，最终转换成一部完整的电影。,ftp://ygdy8:ygdy8@yg45.dydytt.net:7318/阳光电影www.ygdy8.com.康斯坦丁：恶魔之城电影版.BD.720p.中英双字幕.mkv
